담당자,부위,증상,질환명,진료과,TAG
유재현,가슴/등,"척추 결핵이 생기면 처음에는 미열이나 식은땀, 식욕부진 같은 몸살 기운이 나타나요. 척추와 주변 조직에 염증이 생기면 통증이 시작돼요. 병이 진행하면 결핵균이 척추뼈를 파괴하면서 척추에 변형이 생기거나, 고름이 나와서 척추뼈 주변으로 고름집이 생겨요. 합병증으로 척추뼈가 보호하던 신경(척수)이 눌리면서 하지에 마비가 생기거나, 허리가 굽어지기도 해요.",척추 결핵 [Spinal tuberculosis (Pott’s disease)],"감염내과, 신경외과, 정형외과","미열,  식욕부진,  허리 통증,  허리 놀림,  허리 굽어짐, 결핵성 척추염,  폐외 결핵,  골관절 결핵,  뼈결핵,  파종성 결핵"
유재현,가슴/등,"만성 기관지염
만성 기관지염의 가장 주요 증상은 기침을 동반한 가래입니다. 대부분 초기에는 평상시에 가래만 조금씩 나오고 계단을 오르는 등의 심한 운동이나 힘든 일을 할 때만 숨이 차지만, 감기와 같은 상기도 감염이 발생하면 기침과 호흡곤란이 심해지고, 가래도 화농성으로 변하면서 양이 증가하게 됩니다. 병이 더 진행하면 평소에도 가래가 심하고, 평지를 조금만 걷거나 세수나 목욕 등 일상적인 일을 할 때도 숨이 차게 됩니다.

폐기종
폐기종 환자는 적은 운동량에도 숨을 헐떡이는 호흡곤란을 주로 호소합니다. 심한 폐기종 환자 중에는 집 안에서 화장실을 갈 때나 잠깐 허리를 숙이는 것만으로 숨을 헐떡이며 지치는 경우가 있습니다. 숨이 가쁜 증상으로 인해 환자는 일상생활에서 제한을 받고, 호흡곤란 때문에 불면증으로 고생하기도 하며, 기력도 크게 쇠해집니다. COPD가 진행되어 폐기능이 심하게 저하되면, 신체에 충분한 산소 전달이 이루어지지 않아 산소 부족 현상으로 손톱과 입술이 푸르게 변하는 청색증을 보이기도 합니다.",만성 폐쇄성 폐질환 [Chronic obstructive pulmonary disease (COPD)],"호흡기내과, 호흡기-알레르기 내과","호흡곤란,  기침,  가래,  천명음,  쌕쌕거림,  폐성심,  흡연, 만성 폐색성 폐질환,  COPD,   폐기종,  만성 기관지염,  천식,  간질성 폐질환, 만성기관지염, 폐기종, COPD, 흡인기관기확장제"
유재현,가슴/등," 증상이 나타나는 시기는 동맥관이 열린 정도에 따라 다를 수 있습니다. 미숙아의 경우 호흡 곤란을 포함한 여러 가지 증상이 나타날 가능성이 높습니다. 열린 정도가 작을 경우 특별한 증상 없이 정상적으로 생활이 가능할 수 있습니다. 열린 정도가 큰 경우 잦은 호흡기 감염, 호흡곤란, 피로감, 운동능력 저하, 심부전, 부종, 간 비대, 복수, 성장 지연 등이 나타날 수 있습니다. ",동맥관 개존증 [Patent ductus arteriosus],"소아청소년과, 소아심장과, 심장혈관센터","수유곤란,  체중감소,  호흡곤란,  심잡음, 아이젠멩거증후군,  심도자술,  폐동맥고혈압"
유재현,가슴/등,"진폐증의 증상은 원인이 되는 물질에 노출되기 시작한 뒤 몇 년 이상이 지나서 나타나기도 해요. 진폐증의 원인이 되는 물질에 따라 조금씩 다르지만, 가장 대표적인 증상은 숨이 차는 거예요. 몸을 움직이면 숨이 차서 활동이 어려워져요. 기침과 가래도 생겨요. 가슴이 답답한 느낌이 들기도 하고, 통증을 느끼기도 해요. 폐의 기능이 떨어지면 심장의 기능도 같이 떨어지는 폐성심(폐심장증)이 생기기도 해요. 결핵이나 폐암 같은 다른 폐질환의 위험도 커져요.",진폐증 [Pneumoconiosis],"호흡기내과, 직업환경의학과","검은색 가래,  호흡 곤란,  숨참,  가슴 답답,  폐성심, 규폐증,  석면폐증,  광무,  탄광부 진폐증"
유재현,가슴/등,"가장 흔하게 나타나는 증상은 날카로운 왼쪽 가슴의 통증이에요. 때로는 가슴이나 목으로 통증이 번지기도 합니다. 기침하거나 누울 때, 깊게 숨을 들이마실 때 통증이 더 심해지기 때문에 숨쉬기도 힘들고 쉽게 피곤해져요. 가슴이 두근거리거나 열이 나기도 해요. 심낭염의 증상은 다른 심장이나 폐의 질환과 비슷해서 가슴에 통증이 있다면 병원으로 와서 정확한 원인을 찾아야 해요. ",급성 심낭염 [Acute pericarditis],"심장내과, 심장혈관센터","날카로운 통증,  방사통,  가슴 두근거림,  호흡곤란,  발열, 급성 심장막염,  급성 심막염,  자가면역질환,  심낭압전,  심내막염"
유재현,가슴/등,"유방에 갑자기 멍울이 만져지면 많이 놀라고 당황하게 될 거예요. 유방암을 먼저 의심하게 되겠지만, 사실 유방에 멍울이 잡히는 이유는 굉장히 다양하고, 유망 멍울의 80% 내외는 유방암이 아닌 양성 종양이에요. 유방의 양성 종양은 종류도 다양해요. 

유방 조직은 월경주기에 따라 호르몬의 영향을 받으며 민감하게 변해요. 이런 변화 중에 유방 조직이 증식하면서 몽우리가 생겨요. 임신이나 폐경, 여성호르몬제의 영향을 받기도 해요. 때로는 유방이 다치거나 감염되어서 몽우리가 생겨요. 대표적인 유방의 양성 종양은 섬유선종, 물혹(낭종), 관내유두종, 농양, 지방괴사증이 있어요. ",유방종양 [Benign neoplasm of breast],"유방암센터, 유방외과, 유방암센터","유방 덩어리,  유방 몽우리,  가슴 몽우리,  유방 혹, 유방종괴,  유방양성질환,  맘모톰"
유재현,가슴/등,"유방암은 대부분 건강검진을 받다가 혹은 자가 진찰 도중 멍울(종괴 또는 혹)이 만져져 병원을 내원하면서 발견됩니다. 유두에서 피가 섞인 분비물이 나온다거나 유방 피부 또는 유두가 함몰되는 경우, 겨드랑이 임파선이 만져지는 경우 등도 유방암을 의심할 수 있습니다.",유방암 [Breast cancer],"유방암센터, 방사선종양학과, 유방외과","유방 몽우리,  유방 덩어리, 유방촬영술, 유방초음파, 정기검진, 에스트로겐, 유방의 악성 신생물,  삼중음성유방암,  호르몬수용체 양성 유방암,  HER2 양성 유방암,  염증성 유방암
"
유재현,가슴/등,"폐에 폐흡충이 기생하면서 주머니를 만들고 알을 낳으면 염증이 발생해요. 염증 때문에 폐 조직이 괴사하고 출혈이 생기면서 심한 기침과 호흡곤란, 쇠 녹물 색의 가래, 객혈이 나타나요. 증상이 결핵이나 폐암과 비슷해서 처음에는 알아차리기 어렵기도 해요. 폐흡충증 증상이 심해지면 만성 기침, 가슴막염(늑막염), 기관지 확장증, 폐농양, 폐섬유증 같은 합병증으로 발전해요.

폐흡충은 폐에 기생하는 경우가 많지만, 뇌나 척수, 눈 같은 다른 부위를 침범하기도 해요. 뇌나 척수를 침범하면 발작, 뇌출혈, 반신마비를 유발하고, 눈으로 침범하면 실명이나 안구돌출을 일으켜요. 배 안으로 침범하면 복통이 발생하고 침범된 장기에 통증과 경직, 농양이 생겨요.",폐흡충증(폐디스토마) [Paragonimiasis],"호흡기내과, 감염내과","기침,  호흡곤란,  녹색 가래,  피 섞인 가래,  객혈, 폐흡충,  민물게"
유재현,가슴/등,"주폐포자충 폐렴의 대표적인 증상은 기침과 호흡곤란(빠른 호흡), 발열이에요. 가슴이 조이는 느낌을 받을 수도 있고, 체중이 갑자기 줄기도 해요. 다른 폐렴에 비해서는 증상이 천천히 진행돼요. 적절한 치료를 받지 못하면 주폐포자충 폐렴은 생명을 위협할 수도 있어요. ",폐포자충증(주폐포자충 폐렴) [Pneumocystis Pneumonia],"호흡기내과, 감염내과, 호흡기내과","마른기침,  발열,  호흡곤란,  체중 감소,  식은땀, 주폐포자충,  면역억제제,  항암화학요법,  후천성면역결핍증후군"
유재현,가슴/등,"폐 아스페르길루스증은 폐 질환이 있거나 폐 손상이 있는 사람들이 걸리기 쉬워요. 곰팡이가 폐 안에서 자라면서 덩어리를 만들기도 해요. 어떤 사람들은 폐 외에 다른 장기에도 덩어리가 생겨요. 처음에는 덩어리가 생겨도 증상이 없지만, 나중에는 기침이 심해지거나 피 섞인 가래가 나오기도 하고, 몸무게도 줄어들어요. 항암 화학요법을 받거나 면역억제제를 복용해서 면역력이 저하된 사람에서는 곰팡이가 폐에만 머무르는 것이 아니라 혈류를 타고 전신으로 퍼지기도 해요. 이런 침습적인 아스페르길루스증은 치명적일 수 있어요. ",아스페르길루스증 [Aspergillosis],"호흡기내과, 감염내과","기침,  피 섞인 가래,  체중감소,  아스페르길루스,  누룩곰팡이, 기회감염,  항암화학요법,  면역억제제,  만성폐쇄성폐질환"
유재현,얼굴,"치아가 잇몸 속에 완전히 묻혀있고 문제를 일으키지 않을 때는 특별한 증상이 없습니다. 이런 매복치는 치과 진료나 정기검진 중 X-선 검사에서 우연히 알게 되는 경우가 많습니다.
하지만 매복치가 있는 부위에 통증을 느끼거나 붓거나 피가 나면서 증상이 발생하기도 합니다. 부분 매복치는 치아 일부만 잇몸 밖으로 나오게 되는데, 부분적으로 묻힌 치아와 잇몸 사이에는 음식물이 끼면서 치아우식증이나 염증이 발생하기 쉽습니다.",매복치 [Impacted tooth],"구강악안면외과, 치과교정과, 소아치과","잇몸 안에 치아, 잇몸 통증, 턱 통증, 치통, 사랑니, 부정교합, 치아얼굴이상, 맹출지연, 사랑니, 매복치, impacted tooth, 매몰치, embedded tooth, 치아맹출장애"
유재현,얼굴,"삼차신경통은 마치 전기가 오는 듯한 통증이 한쪽 얼굴에 갑자기 반복적으로 나타나는 특징이 있습니다. 음식이나 물을 먹다가, 혹은 양치를 하거나 말을 하는 등 무해한 자극에 의해 통증이 생깁니다. 주로 오른쪽 얼굴에서 호발하며 양측으로 발현되는 경우는 약 5% 이내로 매우 드뭅니다. 재발-완화 양상은 전체 환자의 약 3분의 2에서 나타나고, 완화 기간은 환자에 따라 수개월 혹은 수년으로 다양합니다.
한편 대상포진이나 외상, 설인신경통이나 슬와신경통 등 다양한 질환에 의해 안면 통증이 발생할 수 있습니다. 따라서 얼굴에 통증이 발생하면 먼저 전문의를 찾아 정확한 진단과 치료를 받는 것이 중요합니다.",삼차신경통 [Trigeminal neuralgia],"신경과, 신경외과, 마취통증의학과","턱 통증, 얼굴 통증, 얼굴 감각 이상, 미세혈관감압술, 감마나이프, 삼차신경, 말초신경차단술, trigeminal neuralgia"
유재현,얼굴,"치아의 배열이 삐뚤거나 치아끼리 겹쳐서 나는 경우, 아래 앞니가 위 앞니보다 앞쪽으로 나와 있는 경우, 위 앞니가 아래 앞니를 아예 덮어버린 경우, 치아가 서로 맞물리지 않거나 돌아가 있는 경우, 위아래 치아 중심선이 맞지 않는 경우, 위턱이 돌출되거나 아래턱이 주걱턱 또는 무턱으로 보이는 경우가 모두 부정교합의 증상입니다.",부정교합 [Malocclusion],"치과보존과, 구강악안면외과, 치과교정과","턱 돌출,  주걱턱,  무턱,  덧니,  치아 맞물리지 않음,  삐뚤어진 치아, 교정치료,  양악수술  ,턱관절장애, 치아얼굴이상, 주걱턱, 무턱, malocclusion, dentofacial anomaly, 악교정수술, 턱교정수술"
유재현,얼굴,"- 눈꺼풀 이상
눈꺼풀 조직에 염증이 계속되고, 눈이 시리면서 눈물이 나며 눈 주위가 부어오르고 빨갛게 충혈됩니다. 부종은 주로 아침에 심하고 오후가 되면서 조금 완화되는 경우가 많습니다. 눈 모양 변화와 함께 눈을 치켜뜨는 것 같은 모습을 보이게 되는데, 이에 따라 검은 눈동자 위아래의 흰자 부분이 노출되기도 합니다. 눈꺼풀 이상은 50~60% 환자에게서 관찰될 만큼 흔히 나타나는 증상입니다.
- 안구돌출
눈을 움직이는 근육이 커지고 눈 뒤 지방이 증식하면서 눈이 점점 튀어나오는 모습이 관찰됩니다. 양쪽 눈이 모두 튀어나오는 경우가 많지만, 한쪽 눈만 돌출될 수도 있습니다. 아래 눈꺼풀에 불룩한 지방이 더 도드라지는 것을 돌출의 신호로 볼 수도 있습니다. 눈이 완전히 감기지 않아 각막에 상처가 생길 수 있고, 달라지는 눈 모양에 많은 환자들이 스트레스를 호소합니다.
- 눈 운동장애와 사시
증상이 진행되면서 부어올랐던 눈 근육의 탄력성이 약해지고 딱딱해지면서 눈을 움직이기 어려워집니다. 이 때문에 눈의 위치가 바뀌면서 사시가 나타날 수 있고, 한 물체가 둘로 보이는 복시 현상이 나타나기도 합니다. 심해지면 정면을 볼 때도 사물이 두 개로 나뉘어 보입니다.
- 시력장애
눈 모양 변화에 따라 시신경이 압박을 받아 시력이 저하될 수 있습니다. 특히 흡연자의 경우 갑상선 안병증 발생 위험이 7~8배 높고, 치료 효과도 떨어지기 때문에 이러한 시력장애 위험도 한층 높다고 할 수 있습니다.",갑상선 안병증 [Thyroid ophthalmopathy],"내분비내과, 안과, 안과","눈 돌출,  눈 건조,  눈마름,  눈 떨림,  눈꺼풀 떨림,  복시,  눈 통증, 그레이브스병,  갑상선기능항진증,  갑상선항진증,  갑상선 질환"
유재현,얼굴,"이석증이 있는 경우 대개 누울 때, 또는 누웠다 일어날 때, 누워서 고개를 돌릴 때, 고개를 숙이거나 들 때 갑자기 주변이 빙빙 도는 것 같은 급성 현훈이 발생합니다. 심한 경우 구역, 구토가 함께 나타날 수 있습니다. 이러한 증상은 머리를 움직일 때마다 반복적으로 발생하고, 돌아눕는 경우처럼 대개 누운 상태에서 자세를 변경할 때 많이 경험합니다. 그러나 이석증에서는 현훈과 어지럼 외에 청각 이상이나 다른 증상은 동반되지 않습니다.
반면 뇌, 소뇌, 뇌간 등 중추신경계에 문제가 있어 발생하는 어지럼은 거의 대부분에서 심한 두통, 감각 이상, 팔다리 마비, 발음 이상, 연하 곤란(음식 삼킴장애), 복시(사물이 겹쳐 보이는 증상), 걸음걸이 이상과 같은 여러 신경학적 증상 가운데 한 가지 이상이 동반되고, 혼자 힘으로는 도저히 서 있을 수 없는 경우도 있습니다.",이석증 [Benign paroxysmal positional vertigo],이비인후과,"전정기관, 이비인후과, 이석증, 양성 발작성 체위성 현훈, BPPV, 어지럼증, 급성현훈, nystagmus, 이석정복술"
유재현,얼굴,"색각이상의 종류나 정도에 따라 증상은 다양하게 나타날 수 있습니다. 특정 원뿔세포 기능의 이상이 있는 경우 해당하는 색깔의 인식이나 구별이 어렵거나 불가능할 수 있으며, 전색맹의 경우에는 모든 색깔을 식별할 수 없으므로 흑백 시각만 가능합니다.
비행기 조종사나 소방관처럼 사물이나 색을 명확히 구별해야 하는 직업군의 경우에는 색각이상의 종류나 정도에 따라 해당 직업을 갖는데 제한이 있을 수 있습니다.",색각이상 [Dyschromatopsia],안과,"파일럿,  색맹검사, 색약, 색맹, 색각결손, 원뿔세포, color vision, color anomaly, 적녹색약, 적녹색맹"
유재현,얼굴," 난청이 생기면 일상생활 속에서 주변 소리가 먹먹하게 들리고 분별이 잘 되지 않으며, 특히 사람이 많은 혼잡한 환경에서 대화에 지장이 생깁니다. 일부는 어지러움, 이명, 귀 분비물 등의 증상이 동반되기도 합니다.",난청 [Hearing loss],이비인후과,"난청,  전음성난청,  감각신경성난청,  혼합형난청,  청력저하,  Hearingloss, 전음성 난청,  감각신경성 난청,  돌발성 난청,  청각선별검사"
유재현,얼굴,"각막염은 한쪽 눈에만 발생하거나 양쪽 눈에 발생하는 것이 모두 가능합니다. 각막염 환자에게 나타나는 증상으로는 눈의 통증, 충혈, 시력 저하, 이물감, 눈 분비물 증가, 눈부심 등이 있으며, 눈물량이 증가해 삶의 질이 떨어질 수 있습니다. 각막상피에 결손이 생기면 안구가 혼탁해지고 시력이 떨어질 위험이 증가합니다.",각막염 [Keratitis],"안과, 외안부","충혈,  눈 통증,  시력 저하,  눈부심,  눈물,  눈 이물감,  안구혼탁,  각막 궤양, 안구,  안과,  충혈"
유재현,얼굴,"급성 비부비동염의 증상
증상은 최소 10일 이상 최고 12주까지 나타납니다. 흔한 증상으로는 상기도 감염 시 나타나는 발열, 권태감, 무력감 등의 전신 증상과 함께 코막힘, 누런 콧물, 안면부 통증, 후각장애 등이 있습니다.
통증은 염증이 침범된 부비동에 따라 다른데, 상악동염에서는 뺨 부위의 통증을, 전두동염에서는 이마 주위의 통증을, 사골동염에서는 눈 주위의 통증을, 접형동염에서는 눈 뒤쪽과 뒤통수 부위의 통증을 호소합니다. 콧물은 초기에는 점액성의 맑은 콧물이 나오다가, 그 양이 점점 증가하고, 곧 누런 화농성으로 변하며, 때로 악취를 동반하기도 합니다. 급성기의 증상 가운데 두통이나 통증, 발열 등은 시간이 지나면서 점차 없어져서, 누런 화농성 콧물과 코막힘 증상만을 호소하는 경우가 많아집니다.
소아에서는 전형적인 증상 외에도 감기와 같은 증상이 7일 이상 지속되면서 저녁에 심해지는 기침과 미열, 입 냄새, 눈 주위가 붓는 증상 등이 나타날 때 급성 비부비동염을 의심할 수 있습니다.

만성 비부비동염의 증상
증상이 12주 이상 지속될 때 만성 비부비동염이라 하는데, 만성 비부비동염의 증상은 다양하고 특징적이지 않은 경우가 많습니다. 주로 점액성(끈적거리는) 또는 점액농성(누렇고 끈적거리는) 콧물, 코막힘, 후비루(콧물이 코 뒤에서 목으로 넘어가는 증상), 후각장애, 기침 등이 나타나며, 급성 비부비동염과는 달리 전신 증상이나 통증을 동반하지는 않습니다.",비부비동염 [Rinosinusitis],이비인후과,"충농증, 부비동염, 축녹증, 누런콧물, 코막힘, 코세척, 급성부비동염, 만성부비동염, 코,  이비인후과,  콧물,  코맹맹이"
유재현,얼굴,"개방각 녹내장은 시신경이 서서히 손상되면서 대부분 증상이 잘 나타나지 않습니다. 병이 진행하면 특징적인 터널 시야가 나타날 수 있습니다. 시야가 일부 흐려지거나 시야 결손이 생기고, 빠르게 움직이는 물체를 눈으로 따라가기 어려워지기도 합니다.
폐쇄각 녹내장은 보통 급성으로 나타나며, 안압이 급격히 상승합니다. 이에 따라 시야가 좁아지고 빛을 바라보면 주변으로 빛번짐이 나타나기도 합니다. 눈이 충혈되고 통증이 있을 수 있으며, 두통이 함께 발생할 수 있습니다.
선천성 녹내장을 앓는 아이들은 다른 아이들보다 눈을 심하게 부셔하거나 눈물을 많이 흘리고, 눈을 잘 뜨지 못하거나 눈꺼풀이 떨리기도 합니다.",녹내장 [Glaucoma],안과,"시야,  시력,  충혈,  두통,  주시,  acuity,  hyperemia,  vision,  headache,  gaze, 정상안압녹내장,  방수"
유재현,얼굴,"양쪽 눈 크기의 차이가 심하고 한쪽에만 쌍꺼풀이 있으며, 눈이 작고 항상 졸린 것처럼 보입니다. 눈을 뜨기 위해 이마에 과도한 힘을 주어 들어 올리기 때문에 이마에 깊은 주름이 잡히기 쉬우며, 시야가 가려져서 정면을 쳐다볼 때 이마와 턱을 들어 올리는 습관이 생깁니다.",안검하수 [Blepharoptosis],성형안과,"눈꺼풀처짐, 이마 주름, 시야 장애, 속눈썹 찔림, 안과,  성형외과,  주름,  시야,  눈꺼풀,  속눈썹"
유재현,얼굴,점막에 있는 얇은 혈관에 염증이 생기면서 눈이 붉어집니다. 또 눈이 간지럽거나 모래가 들어간 느낌이 들고 끈적이는 분비물이 나오기도 합니다. 결막염이 심하게 악화되면 귀에 통증을 느끼기도 합니다.,결막염 [Conjunctivitis],안과,"충혈,  눈,  간지러움,  분비물,  눈물흘림,  눈부심,  이물감,  꺼끌거림, 각막, 유행성 결막염,  아폴로 눈병,  알레르기성 결막염,  알러지,  콘택트렌즈"
유재현,얼굴,"입술이나 입에 생긴 상처나 궤양이 치유되지 않고 통증이 계속된다면 구강암을 의심해보아야 해요. 암이 생긴 자리는 쉽게 피가 나고, 이물질이 붙은 것 같은 하얀 반점이나 붉은색 반점이 생기기도 해요. 암이 생긴 위치에 따라서 턱밑이 붓거나, 씹거나 삼키기 어려워지고, 목소리가 변하거나 목에 이물감을 느낄 수도 있어요. 이런 증상들이 2주 이상 계속되는 경우에는 병원을 꼭 찾아주세요.",구강암 [Oral cavity cancer],"이비인후과, 구강악안면외과, 두경부암센터","입안 염증,  입 궤양,  삼킴 곤란,  입 이물감,  인후통,  구내염,  설암, 구인두암,  입인두암,  입의 악성 신생물"
유재현,얼굴,눈이 건조해져서 시리고 쉽게 피로를 느끼며 침침해집니다. 모래알이 들어간 듯 콕콕 쑤시는 이물감이 느껴지고 눈이 충혈됩니다. 방어작용으로 오히려 눈물 분비가 증가하기도 합니다. 심할 때는 두통이 나타나기도 합니다.,안구건조증 [Dry eye syndrome(Ophthalmoxerosis)],안과,"건성안,  안구건조,  인공눈물,  쇼그렌증후군,  마이봄샘염,  안검염"
유재현,얼굴,"망막박리가 생기면 눈앞에 하루살이가 날아다니는 것처럼 무언가 떠다니는 것이 보이는 비문증, 눈을 좌우로 움직일 때 카메라 플래시가 터지듯이 번쩍번쩍 빛이 보이는 광시증이 나타날 수 있습니다. 망막박리가 진행되면 눈앞에 검은 커튼이 내려온 것처럼 시야가 좁아질 수 있고, 실명으로 진행될 수도 있습니다.",망막박리 [Retinal detachment],안과,"검은 시야,  번쩍거림,  눈 앞에 떠다님, 비문증,  광시증"
유재현,얼굴,"헤르페스바이러스는 1형과 2형으로 나눌 수 있어요. 1형은 주로 입술, 입 주변, 구강, 인후에 수포(물집)를 만들어요. 키스와 같은 직접 접촉뿐만 아니라 숟가락, 립스틱, 수건을 같이 써도 전염될 수 있어요. 2형은 외부 생식기에 주로 물집을 만들어요. 성접촉을 통해 전파가 일어나요. 하지만 1형도 생식기에 물집을 만들 수 있고, 2형도 입 주변에 물집을 만들 수 있어요. 

처음 몸에 헤르페스바이러스가 들어올 때는 수포와 함께 두통이나 열, 근육통이 약하게 지나가요. 하지만 바이러스는 한번 우리 몸에 들어오면 수포가 없어지더라도 신경절에 잠복해 숨어있어요. 이렇게 숨어있다가 면역력이 떨어지거나 컨디션이 좋지 않을 때 활성화되어 다시 물집을 만들어요. ",단순포진 [Herpes simplex],"감염내과, 피부과","입술 물집,  입술 가려움,  성기 물집,  면역력 저하, 헤르페스바이러스,  헤르페스 결막염,  수막염,  뇌염,  구순염"
유재현,얼굴,"타액선염이 생기면 염증이 생긴 침샘 주변 부위가 단단하게 붓고 열이 나요. 갑작스러운 통증이 시작되는데, 입을 벌리거나 음식을 씹을 때 더 아파요. 침 분비가 줄어들어서 입이 말라요. 감염이 심해지면 침샘에 고름이 고이기도 해요. ",타액선염 [Sialoadenitis],"이비인후과, 구강악안면외과","턱 부음,  발열,  턱 통증,  입마름, 침샘염,  유행성 이하선염,  타석증,  자가면역질환,  악하선염,  이하선염,  설하선염,  침샘암"
유재현,얼굴,"황반변성의 초기 단계에는 특별한 증상이 나타나지 않을 수 있지만, 증상이 나타나기 시작하면 빠르게 진행될 수 있습니다. 황반변성의 주요 증상은 아래와 같습니다.

● 변형시: 물체나 선이 왜곡되거나 구부러져 보이는 증상을 말합니다.
● 중앙 시력 손실: 황반변성은 주로 중앙 시력에 영향을 미치기 때문에 중앙 시야가 흐려지고 선명하게 보이지 않습니다. 진행하면 중심이 어둡게 보이거나 전혀 안 보이는 부분이 생기는 중심 암점이 발생할 수 있습니다.
● 색상 인식의 변화: 색이 선명하게 보이지 않거나 색상을 정확하게 인식하는 것이 어려워집니다.",황반변성 [Macular degeneration],안과,"시력 저하,  중심시력 저하,  암점,  검은 점,  왜곡시야, 망막박리,  당뇨망막병증, 드루젠, Macula"
유재현,얼굴,"머리의 앞쪽에서부터 탈모가 시작되고, 진행되면 두피의 모발이 모두 소실되면서 머리선이 뒤로 밀리는 현상이 나타납니다. 안드로겐 탈모는 머리카락이 점진적으로 가늘어지는 것이 주요 증상이므로 뒤통수처럼 머리카락이 빠지지 않는 부위와 비교해 정수리나 앞머리의 머리카락의 굵기가 불규칙하게 가늘어집니다.
여성의 몸에도 안드로겐이 존재하기 때문에 여성에서도 비교적 흔하게 탈모가 진행됩니다. 그러나 여성의 경우, 남자와 달리 앞머리선은 큰 변화 없이 정수리 쪽의 모발이 점진적으로 가늘어지고 밀도가 떨어지는 양상이 나타납니다.",안드로겐 탈모(남성형 탈모) [Androgenic alopecia],피부과,"머리 가늘어짐,  솜털같은 머리카락,  두피 드러남,  정수리 탈모,  이마 탈모, 여성 탈모,  M자 탈모,  남성호르몬,  안드로겐 탊증,  남성형 탈모,  남성형 대머리, 안드로겐탈모, androgen, 미녹시딜, alopecia, 정형탈모, 대머리"
유재현,얼굴,"구내염의 종류에 따라 증상은 다양하지만, 대체로 음식을 먹거나 마시는 것이 힘들 만큼 입안이 따끔거리고 아픈 것이 특징입니다. 입 냄새가 심해지기도 하고, 식욕도 떨어져서 전신 상태가 나빠지기도 합니다.",구내염 [Stomatitis],"이비인후과, 구강내과","입 통증,  입냄새,  입 헐음,  아구창, 아프타성궤양, 구강궤양, 천포창, 수족구병,  칸디다증,  대상포진,  혓바늘,  구강암,  베체트병,  아프타성 구내염"
유재현,얼굴,"구순열과 구개열은 겉으로 드러나는 외형상의 문제 외에 먹고 말하는 기능에도 영향을 미칩니다. 가벼운 구순열만 있다면 먹는 데 크게 문제가 되지 않지만, 구개열이 있다면 입천장의 갈라진 틈 때문에 빠는 압력이 충분하지 못해서 엄마의 젖이나 젖병을 빨아도 충분한 양의 모유나 분유를 섭취하기 어렵고, 수유 중에 공기도 더 많이 마시게 됩니다. 중이염이 생기기 쉽고, 감염이 반복되면 청력에도 영향을 미칠 수 있습니다. 또한 적절하게 구순구개열을 교정해주지 않은 채로 말을 배울 나이가 되면 발음할 때 공기가 코로 새어 나가면서 비정상적인 발음 방법이 굳어지게 되고, 언어 발달이 지연될 수 있습니다.",구순구개열 [Cleft lip & palate],"성형외과, 구강악안면외과","갈라진 입술,  갈라진 입천장,  입술 찍힘,  입술 흉터, 치아얼굴이상,  치아교정,  언어치료,  구순치조열, 구순열, 구개열, cleft lip, cleft palate"
정의석,전신,"손, 발, 눈의 흰자, 입술, 혀 등을 침범
고열, 경부 임파선 비대가 특징
처음에는 열감기로 생각될 수 있지만 
소아에서 5일이상 열이 지속되면서 
원인이 뚜렷하지 않는 경우라면 의심",가와사키병,"소아청소년과
소아심장과

","고열, 눈 충혈, 발진, BCG발진,
손발 부종, 관상동맥질환,
면역글로불린, 가와사키 병,
열감기, 점막피부림프절증후군, 피부점막림프절증후군

"
정의석,전신,"체내 근육량에 비해 지방조직이 과다한 상태.
각종 암, 당뇨병, 고혈압, 심뇌혈관질환,
관절염, 수면무호흡증, 호흡기질환 등 여러가지
합병증 유발
",고도비만,"내분비내과
가정의학과","비만, 고도비만, 비만대사수술, 루와이위우회술,
위소매절제술, 마른비만, 복부비만"
정의석,전신,"별다른 증상이 나타나지 않아 건강검진 등을 통해
우연히 발견되는 경우가 많다.
출혈 경향이 증가해 피부에 점출혈이나 자색반.
이유없이 반복되는 잇물 출혈, 코피, 월경 과다.
외상없이 뇌출혈이나 장출혈 같은 주요 장기의 출혈 발생.
",혈소판감소증,"혈액내과
혈액종양내과
","혈소판감소증, 특발혈소판감소증, 혈소판, 혈액검사,
피검사, 혈구, 헌혈, 스테로이드, 자색반, 출혈"
정의석,전신,"환자의 나이와 계절, 바이러스의 종류에 따라 증상이 다름.
2~6일의 잠복기. 상기도, 하기도의 호흡기 감염.
콧물을 흘리거나 목이 아프고 약간의 발열같은 상기도 감염증세.
소아에서 컹컹 짖는 듯한 크룹 증상, 세기관지염, 폐렴등 하기도 감염.",파라인플루엔자,감염내과,"파라인플루엔자, 호흡기, 바이러스, 감기, 기침,
콧물, 발열"
정의석,전신,"호중구 감소에 의한 감염증. 혈소판 감소에 의한 출혈.
적혈구 감소에 의한 빈혈.
뇌와 척추, 다른장기에 백혈병 세포가 침투하면 신경학적 증세.",급성 골수성 백혈병,"소아혈액종양과
혈액암센터
방사선종양학과","빈혈, 피로감, 감염, 코피, 복부팽만, 급성골수성백혈병,
AML, 급성골수성백혈병, 백혈병, 조혈모세포이식,
급성림프모구성백혈병, 세포독성항암제"
